EndNodes_1,EndNodes_2
1,3
1,10
2,5
2,30
2,49
3,10
3,21
4,9
4,14
4,29
5,30
6,9
6,29
7,26
8,15
8,26
9,11
9,29
10,21
10,27
11,21
11,28
11,29
12,26
13,21
13,27
13,33
14,18
14,29
15,16
15,18
15,19
15,20
15,26
15,57
16,18
16,20
16,29
17,27
17,49
18,29
19,23
19,24
19,57
20,23
20,29
21,25
21,27
21,28
21,31
21,33
22,26
23,24
23,29
23,37
24,37
24,57
25,31
25,33
26,57
27,33
27,49
28,29
28,31
28,32
28,38
29,37
29,56
30,34
30,35
30,49
31,33
31,38
32,38
32,39
32,56
33,38
33,43
33,49
34,35
34,42
34,49
35,42
36,37
36,57
37,56
37,57
38,39
38,43
38,53
39,53
39,56
40,41
40,56
40,57
41,56
41,57
42,46
42,49
43,49
43,53
44,58
44,59
45,56
46,48
46,49
47,48
48,49
49,50
49,52
49,53
50,51
50,52
51,52
52,53
53,54
53,56
54,55
54,56
55,56
56,57
57,58
58,59
